405,9eea482c-0efd-452f-8f28-e5f3f31dafe3,6,295,1,Sun Apr 26 2020 15:15:26 GMT+0700 (WIB),Sun Apr 26 2020 15:15:26 GMT+0700 (WIB)
406,fb3e6d79-2957-4c16-abac-0f26bccc48dd,2,295,1,Sun Apr 26 2020 15:15:26 GMT+0700 (WIB),Sun Apr 26 2020 15:15:26 GMT+0700 (WIB)
407,9eea482c-0efd-452f-8f28-e5f3f31dafe3,6,296,1,Sun Apr 26 2020 15:15:34 GMT+0700 (WIB),Sun Apr 26 2020 15:15:34 GMT+0700 (WIB)
408,fb3e6d79-2957-4c16-abac-0f26bccc48dd,2,296,1,Sun Apr 26 2020 15:15:34 GMT+0700 (WIB),Sun Apr 26 2020 15:15:34 GMT+0700 (WIB)
409,9eea482c-0efd-452f-8f28-e5f3f31dafe3,6,297,1,Sun Apr 26 2020 15:15:37 GMT+0700 (WIB),Sun Apr 26 2020 15:15:37 GMT+0700 (WIB)
410,fb3e6d79-2957-4c16-abac-0f26bccc48dd,2,297,1,Sun Apr 26 2020 15:15:37 GMT+0700 (WIB),Sun Apr 26 2020 15:15:37 GMT+0700 (WIB)
411,9eea482c-0efd-452f-8f28-e5f3f31dafe3,6,298,1,Sun Apr 26 2020 15:15:37 GMT+0700 (WIB),Sun Apr 26 2020 15:15:37 GMT+0700 (WIB)
412,fb3e6d79-2957-4c16-abac-0f26bccc48dd,2,298,1,Sun Apr 26 2020 15:15:37 GMT+0700 (WIB),Sun Apr 26 2020 15:15:37 GMT+0700 (WIB)
413,9eea482c-0efd-452f-8f28-e5f3f31dafe3,6,299,1,Sun Apr 26 2020 15:15:37 GMT+0700 (WIB),Sun Apr 26 2020 15:15:37 GMT+0700 (WIB)
414,fb3e6d79-2957-4c16-abac-0f26bccc48dd,2,299,1,Sun Apr 26 2020 15:15:37 GMT+0700 (WIB),Sun Apr 26 2020 15:15:37 GMT+0700 (WIB)
415,9eea482c-0efd-452f-8f28-e5f3f31dafe3,6,300,1,Sun Apr 26 2020 15:15:37 GMT+0700 (WIB),Sun Apr 26 2020 15:15:37 GMT+0700 (WIB)
416,fb3e6d79-2957-4c16-abac-0f26bccc48dd,2,300,1,Sun Apr 26 2020 15:15:37 GMT+0700 (WIB),Sun Apr 26 2020 15:15:37 GMT+0700 (WIB)
417,9eea482c-0efd-452f-8f28-e5f3f31dafe3,6,301,1,Sun Apr 26 2020 15:15:37 GMT+0700 (WIB),Sun Apr 26 2020 15:15:37 GMT+0700 (WIB)
418,fb3e6d79-2957-4c16-abac-0f26bccc48dd,2,301,1,Sun Apr 26 2020 15:15:37 GMT+0700 (WIB),Sun Apr 26 2020 15:15:37 GMT+0700 (WIB)
419,9eea482c-0efd-452f-8f28-e5f3f31dafe3,6,302,1,Sun Apr 26 2020 15:15:38 GMT+0700 (WIB),Sun Apr 26 2020 15:15:38 GMT+0700 (WIB)
420,fb3e6d79-2957-4c16-abac-0f26bccc48dd,2,302,1,Sun Apr 26 2020 15:15:38 GMT+0700 (WIB),Sun Apr 26 2020 15:15:38 GMT+0700 (WIB)
